Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN NUMBER,Industry,Instrument
541556,,RITES,RITES Ltd,Active,A ,10.0,INE320J01015,Construction & Engineering,Equity
541557,,FINEORG,Fine Organic Industries Ltd,Active,A ,5.0,INE686Y01026,Specialty Chemicals,Equity
541578,,VARROC,Varroc Engineering Ltd,Active,A ,1.0,INE665L01035,Auto Parts & Equipment,Equity
541700,,TCNSBRANDS,TCNS Clothing Co. Ltd,Active,A ,2.0,INE778U01029,Other Apparels & Accessories,Equity
541729,,HDFCAMC,HDFC Asset Management Company Ltd,Active,A ,5.0,INE127D01025,Asset Management Cos.,Equity
541770,,CREDITACC,CreditAccess Grameen Ltd,Active,A ,10.0,INE741K01010,Finance (including NBFCs),Equity
541956,,IRCON,IRCON International Ltd,Active,A ,2.0,INE962Y01021,Construction & Engineering,Equity
541988,,AAVAS,AAVAS Financiers Ltd,Active,A ,10.0,INE216P01012,Housing Finance ,Equity
542011,,GRSE,Garden Reach Shipbuilders & Engineers Ltd,Active,B ,10.0,INE382Z01011,Commercial Vehicles,Equity
542066,,ADANIGAS,Adani Gas Ltd,Active,A ,1.0,INE399L01023,Integrated Oil & Gas,Equity
542141,,TECHNOE,Techno Electric & Engineering Company Ltd,Active,B ,2.0,INE285K01026,Construction & Engineering,Equity
542216,,DALBHARAT*,Dalmia Bharat Ltd,Active,A ,2.0,INE00R701025,Cement & Cement Products,Equity
542231,,NILASPACES,Nila Spaces Ltd,Active,B ,1.0,INE00S901012,Realty,Equity
542233,,TREJHARA,Trejhara Solutions Ltd,Active,B ,10.0,INE00CA01015,IT Consulting & Software,Equity
542333,,CESCVENTURE,CESC Ventures Ltd,Active,B ,10.0,INE425Y01011,IT Consulting & Software,Equity
542337,,SPENCER,Spencers Retail Ltd,Active,B ,5.0,INE020801028,Department Stores,Equity
542367,,XELPMOC,Xelpmoc Design and Tech Ltd,Active,T ,10.0,INE01P501012,Internet Software & Services,Equity
542399,,CHALET,Chalet Hotels Ltd,Active,B ,10.0,INE427F01016,Hotels,Equity
542460,,ANUP,The Anup Engineering Ltd,Active,B ,10.0,INE294Z01018,Industrial Machinery,Equity
542484,,ARVINDFASN,Arvind Fashions Ltd,Active,A ,4.0,INE955V01021,Other Apparels & Accessories,Equity
542597,,MSTC,MSTC Ltd,Active,B ,10.0,INE255X01014,Comm.Trading  & Distribution,Equity
542649,,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.0,INE415G01027,Construction & Engineering,Equity
542650,,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2.0,INE112L01020,Healthcare Services,Equity
542651,,KPITTECH,KPIT Technologies Ltd,Active,A ,10.0,INE04I401011,IT Consulting & Software,Equity
542652,,POLYCAB,Polycab India Ltd,Active,A ,10.0,INE455K01017,Other Elect.Equip./ Prod.,Equity
542655,,VIKASMCORP,Vikas Multicorp Ltd,Active,B ,1.0,INE161L01027,Comm.Trading  & Distribution,Equity
542665,,NEOGEN,Neogen Chemicals Ltd,Active,B ,10.0,INE136S01016,Specialty Chemicals,Equity
542684,,PPL,Prakash Pipes Ltd,Active,B ,10.0,INE050001010,Plastic Products,Equity
542685,,DGCONTENT,Digicontent Ltd,Active,T ,2.0,INE03JI01017,Publishing,Equity
542726,,INDIAMART,IndiaMART InterMESH Ltd,Active,B ,10.0,INE933S01016,Publishing,Equity
542729,,DCMNVL,DCM Nouvelle Ltd,Active,B ,10.0,INE08KP01019,Textiles,Equity
542752,,AFFLE,Affle (India) Ltd,Active,B ,10.0,INE00WC01019,Advertising & Media,Equity
542759,,SPANDANA,Spandana Sphoorty Financial Ltd,Active,B ,10.0,INE572J01011,Finance (including NBFCs),Equity
542760,,SWSOLAR,Sterling and Wilson Solar Ltd,Active,B ,1.0,INE00M201021,Heavy Electrical Equipment,Equity
542772,,IIFLWAM,IIFL Wealth Management Ltd,Active,B ,2.0,INE466L01020,Other Financial Services,Equity
542773,,IIFLSEC,IIFL Securities Ltd,Active,B ,2.0,INE489L01022,Other Financial Services,Equity
542812,,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,B ,1.0,INE09N301011,Specialty Chemicals,Equity
542830,,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,B ,10.0,INE335Y01012,Travel Support Services,Equity
542852,,VISHWARAJ,Vishwaraj Sugar Industries Ltd,Active,B ,10.0,INE430N01014,Sugar,Equity
542857,,GREENPANEL,Greenpanel Industries Ltd,Active,B ,1.0,INE08ZM01014,Forest Products,Equity
542867,,CSBBANK,CSB Bank Ltd,Active,B ,10.0,INE679A01013,Banks,Equity
542904,,UJJIVANSFB,Ujjivan Small Finance Bank Ltd,Active,B ,10.0,INE551W01018,Banks,Equity
542905,,SHIL,Somany Home Innovation Ltd,Active,B ,2.0,INE05AN01011,Other Elect.Equip./ Prod.,Equity
542907,,PRINCEPIPE,Prince Pipes and Fittings Ltd,Active,B ,10.0,INE689W01016,Plastic Products,Equity
542919,,ARTEMISMED,Artemis Medicare Services Ltd,Active,B ,10.0,INE025R01013,Healthcare Services,Equity
542920,,SUMICHEM,Sumitomo Chemical India Ltd,Active,B ,10.0,INE258G01013,Agrochemicals,Equity
542932,,BIRLATYRES,Birla Tyres Ltd,Active,B ,10.0,INE0AEJ01013,Auto Tyres & Rubber Products,Equity
542933,,UNIVPHOTO,Universus Photo Imagings Ltd,Active,T ,10.0,INE03V001013,Photographic Products,Equity
543064,,SUVENPHAR,Suven Pharmaceuticals Ltd,Active,B ,1.0,INE03QK01018,Pharmaceuticals,Equity
543066,,SBICARD,SBI Cards and Payment Services Ltd,Active,B ,10.0,INE018E01016,Finance (including NBFCs),Equity
543187,,POWERINDIA,ABB Power Products and Systems India Ltd,Active,B ,2.0,INE07Y701011,Heavy Electrical Equipment,Equity
543210,,AARTISURF,Aarti Surfactants Ltd,Active,T ,10.0,INE09EO01013,Specialty Chemicals,Equity
543212,,BOROLTD,Borosil Ltd,Active,T ,1.0,INE02PY01013,Houseware,Equity
543213,,ROSSARI,Rossari Biotech Ltd,Active,B ,2.0,INE02A801020,Specialty Chemicals,Equity
543214,,NDRAUTO,NDR Auto Components Ltd,Active,B ,10.0,INE07OG01012,Auto Parts & Equipment,Equity
543220,,MAXHEALTH,Max Healthcare Institute Ltd,Active,B ,10.0,INE027H01010,Healthcare Facilities,Equity
543223,,MAXINDIA,Max India Ltd,Active,B ,10.0,INE0CG601016,Holding Companies,Equity
543227,,HAPPSTMNDS,Happiest Minds Technologies Ltd,Active,B ,2.0,INE419U01012,IT Consulting & Software,Equity
543228,,ROUTE,Route Mobile Ltd,Active,B ,10.0,INE450U01017,Internet Software & Services,Equity
543231,,ADL,Archidply Decor Ltd,Active,T ,10.0,INE0CHO01012,Forest Products,Equity
543233,,CHEMCON,Chemcon Speciality Chemicals Ltd,Active,B ,10.0,INE03YM01018,Specialty Chemicals,Equity
570001,,TATAMTRDVR,Tata Motors  Ltd - DVR,Active,A ,2.0,IN9155A01020,Commercial Vehicles,Equity
570002,,FELDVR,Future Enterprises Ltd_DVR,Active,B ,2.0,IN9623B01058,Department Stores,Equity
570004,,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,Active,B ,2.0,IN9175A01010,Plastic Products,Equity
570005,,SCAPDVR,Stampede Capital Ltd - DVR,Active,T ,1.0,INE224E01036, ,Equity
590003,,KARURVYSYA,KARUR VYSYA BANK LTD.,Active,B ,2.0,INE036D01028,Banks,Equity
590005,,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,Active,B ,5.0,INE484C01022,Oil Marketing & Distribution,Equity
590006,,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.-$,Active,B ,1.0,INE098F01031,Pharmaceuticals,Equity
590013,,XPROINDIA,XPRO INDIA LTD.,Active,B ,10.0,INE445C01015,Commodity Chemicals,Equity
590018,,HISARMET,HISAR METAL INDUSTRIES LTD.-$,Active,B ,10.0,INE598C01011,Iron & Steel/Interm.Products,Equity
590021,,BHARATRAS,BHARAT RASAYAN LTD.,Active,B ,10.0,INE838B01013,Agrochemicals,Equity
590022,,EASTSILK,EASTERN SILK INDUSTRIES LTD.,Active,B ,2.0,INE962C01027,Textiles,Equity
590024,,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.,Active,B ,10.0,INE188A01015,Fertilizers,Equity
590025,,GINNIFILA,GINNI FILAMENTS LTD.,Active,B ,10.0,INE424C01010,Textiles,Equity
590030,,SPIC,SOUTHERN PETROCHEMICALS LTD.,Active,B ,10.0,INE147A01011,Fertilizers,Equity
590031,,DENORA,DE NORA INDIA LTD.,Active,B ,10.0,INE244A01016,Other Industrial Goods,Equity
590043,,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,Active,B ,10.0,INE939D01015,Auto Parts & Equipment,Equity
590051,,SAKSOFT,SAKSOFT LTD.,Active,B ,10.0,INE667G01015,IT Software Products,Equity
590056,,SALONACOT,SALONA COTSPIN LTD.,Active,B ,10.0,INE498E01010,Textiles,Equity
590057,,PROSEED,Proseed India Ltd,Active,T ,1.0,INE217G01027,IT Software Products,Equity
590062,,ANDHRSUGAR,ANDHRA SUGARS LTD.,Active,B ,10.0,INE715B01013,Commodity Chemicals,Equity
590065,,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,Active,B ,10.0,INE547E01014,Comm.Trading  & Distribution,Equity
590066,,KCP,K.C.P.LTD.,Active,B ,1.0,INE805C01028,Cement & Cement Products,Equity
590070,,RADAAN,RADAAN MEDIAWORKS (I) LTD.,Active,T ,2.0,INE874F01027,Movies & Entertainment,Equity
590071,,SUNDARMFIN,SUNDARAM FINANCE LTD.,Active,B ,10.0,INE660A01013,Finance (including NBFCs),Equity
590072,,SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.,Active,B ,10.0,INE073D01013,Auto Parts & Equipment,Equity
590073,,WHEELS,WHEELS INDIA LTD.,Active,B ,10.0,INE715A01015,Auto Parts & Equipment,Equity
590075,,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,Active,B ,5.0,INE112F01022,Textiles,Equity
590078,,MAITHANALL,MAITHAN ALLOYS LTD.,Active,B ,10.0,INE683C01011,Iron & Steel/Interm.Products,Equity
590086,,ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,Active,B ,1.0,INE725E01024,Mining,Equity
590134,,MADRASFERT,Madras Fertilizers Ltd,Active,B ,10.0,INE414A01015,Fertilizers,Equity
750646,,DEEPAK-RE,Deepak Fertilizers &Petrochemicals,Active,R ,0.05,INE501A20019, , 
750647,,EIH-RE,EIH Ltd,Active,R ,0.05,INE230A20015, , 
